"ObjectID","Mapped","Crash Date","City/Town","Address","AOT Route","Crash Type","Collision Direction","Weather","Road Group","Report Number","Reporting Agency","Road Group ID","AOT Actual Milepoint","Animal","Time of Day","Intersection With","Impairment","Involving","Non Reportable Address","Reporting Agency ID","Road Characteristics","Road Condition","Street Address","Surface Condition","AOT Route ID","Coordinates"
"1315082","","October 26, 2018, 5:27 PM","Morristown","3261 VT-15","VT-15","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","18MR003797","Morristown PD.","10","4.05","Moose","Night","Ferland Pit Rd","None","None","","VT0080100","","None","3261 VT-15","Dry","0150","44.569034160876505,-72.53420318492127"
"1314930","","October 27, 2018, 7:05 AM","Essex","","VT-289","Property Damage Only","Head On","Rain","State Highway numbered route, State owned","18ES06616","Essex PD.","10","11.74","Deer","Night","River Road","None","None","","VT0040200","Off Ramp","Unknown","","Wet","2890","44.48479012516212,-73.066148663079"
"1315179","","October 27, 2018, 8:00 AM","Waterbury","Interstate 89","I-89","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18A304862","VSP - A3 Middlesex","10","63.43","Deer","Night","89 NB Off Ramp","None","None","","VTVSP1200","Off Ramp","None","Interstate 89","Dry","0890","44.33990724679613,-72.74750660853829"
"1315495","","October 27, 2018, 8:00 AM","Burke","3234 VT Route 114","VT-114","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18A405850","VSP - A4 St. Johnsbury","10","3.27","Moose","Night","","None","None","","VTVSP0200","Not at a Junction","None","3234 VT Route 114","Dry","1140","44.61650912642982,-71.90814067054632"
"1317357","","October 27, 2018, 6:32 PM","Essex","River Road at Pinewood Plaza","VT-117","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18ES06621","Essex PD.","10","1.6","Deer","Night","Valleyview Dr","None","None","","VT0040200","Not at a Junction","None","River Road at Pinewood Plaza","Dry","1170","44.48336706205098,-73.08122152079798"
"3309267","","October 28, 2018, 7:18 AM","Barre Town","Lyman Road","TOWN ROAD 0035","Property Damage Only","Single Vehicle Crash","Freezing Precipitation","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","18BT005442","Barre Town PD","6","999.99","Deer","Night","Anderson Rd","None","None","","VT0120500","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","Lyman Road","Slush","T0035","44.18699801514628,-72.4511587556482"
"1332115","","October 30, 2018, 7:30 AM","Bennington","US Route 7","US-7","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","18BN08188","Bennington PD.","10","7.21","Deer","Night","Exit 2","None","None","","VT0020100","Not at a Junction","None","US Route 7","Dry","0070","42.92971732721575,-73.1931007384824"
"1333826","","October 31, 2018, 7:51 PM","Bennington","Vermont Route 9","VT-9","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","18BN08222","Bennington PD.","10","2.61","Deer","Night","Gypsy Lane","None","None","","VT0020100","T - Intersection","None","Vermont Route 9","Dry","0090","42.881962042514694,-73.22812431594656"
"1334405","","October 31, 2018, 10:25 PM","Derby","","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18A504123","VSP - A5 Derby","10","175","Deer","Day","Mm175","None","None","","VTVSP0800","Not at a Junction","None","","Dry","0910","44.98023712242866,-72.1177226145227"
"1333890","","November 2, 2018, 12:05 PM","Sunderland","921 US 7","US-7","Property Damage Only","Single Vehicle Crash","Rain","State Highway numbered route, State owned","18B303639","VSP - B3 Shaftsbury","10","4.79","Wild","Night","Exit 3","None","None","","VTVSP0900","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","921 US 7","Wet","0070","43.08891690278612,-73.10387919568208"
"1345845","","November 3, 2018, 10:17 AM","Springfield","316 VT-11","VT-11","Property Damage Only","Head On","Rain","State Highway numbered route, State owned","18SF009446","Springfield PD.","10","6.98","Wild","Night","Randall Hill Rd","None","None","","VT0140200","Not at a Junction","None","316 VT-11","Wet","0110","43.27143123132967,-72.4581370067742"
"1346549","","November 5, 2018, 1:07 AM","Pownal","5705 US-7","US-7","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18B303674","VSP - B3 Shaftsbury","10","2.32","Deer","Day","Burrington Rd","None","None","","VTVSP0900","Not at a Junction","None","5705 US-7","Dry","0070","42.76949162277087,-73.23556414629182"
"1347280","","November 5, 2018, 6:41 PM","Ludlow","VT Rt 103","VT-103","Property Damage Only","Other - Explain in Narrative","Clear","State Highway numbered route, State owned","18LL003076","Ludlow PD.","10","0.56","Deer","Night","Bixby Rd","None","None","","VT0140100","Not at a Junction","None","VT Rt 103","Dry","1030","43.389791743709786,-72.67214620541121"
"1346557","","November 6, 2018, 10:15 AM","Essex","305 Browns River Road","VT-128","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","State Highway numbered route, State owned","18ES06829","Essex PD.","10","2.99","Deer","Night","","None","None","","VT0040200","Not at a Junction","None","305 Browns River Road","Wet","1280","44.540667727317555,-73.0324096734236"
"1348231","","November 7, 2018, 6:39 PM","Monkton","2551 BRISTOL ROAD","BRISTOL RD","Property Damage Only","Single Vehicle Crash","Cloudy","Federal Aid Secondary System (Class 2 TH)","18B503464","VSP - B5 New Haven","3","2.52","Deer","Night","HARDSCRABBLE ROAD","None","None","","VTVSP0600","Not at a Junction","None","2551 BRISTOL ROAD","Dry","S0199","44.216420757449974,-73.11521528722636"
"3334881","","November 8, 2018, 5:09 AM","Winhall","Stratton Mountain Access Road","STRATTON MOUNTAIN ACCESS RD","Property Damage Only","Single Vehicle Crash","Clear","Federal Aid Secondary System (Class 2 TH)","18WH002338","Winhall PD.","3","999.99","Deer","Day","Taylor Hill Road","None","None","","VT0020800","Not at a Junction","None","Stratton Mountain Access Road","Dry","S0118","43.12264206531835,-72.91283784234888"
"3361428","","November 9, 2018, 7:50 AM","Montpelier","","I-89","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18A305110","VSP - A3 Middlesex","10","999.99","Deer","Night","Exit 8","None","None","","VTVSP1200","Not at a Junction","None","","Dry","0890","44.26315169416532,-72.61580875357926"
"3363812","","November 9, 2018, 7:52 AM","Monkton","1884 Rotax Rd","TOWN ROAD 0011","Property Damage Only","Single Vehicle Crash","Cloudy","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","18B503482","VSP - B5 New Haven","6","999.99","Deer","Night","Weisenbach Rd","None","None","","VTVSP0600","Not at a Junction","None","1884 Rotax Rd","Dry","T0011","44.26585510626315,-73.15731745364027"
"1421340","","November 9, 2018, 8:17 AM","Essex","Colchesster Road","VT-2A","Property Damage Only","Other - Explain in Narrative","Cloudy","State Highway numbered route, State owned","18ES06878","Essex PD.","10","1.83","Deer","Night","Pinecrest Drive","None","None","","VT0040200","Not at a Junction","None","Colchesster Road","Dry","0021","44.50664188719076,-73.11678782842198"
"1349219","","November 9, 2018, 8:25 AM","Bennington","US Route 7","US-7","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18BN08452","Bennington PD.","10","5.76","Deer","Night","Houghton Lane Overpass","None","None","","VT0020100","Not at a Junction","None","US Route 7","Dry","0070","42.91441076679301,-73.20831011203474"
"1445534","","November 11, 2018, 5:55 AM","Newport City","817 Highland Ave","VT-105","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18NP004077","Newport PD.","10","0.63","Deer","Day","Wildflower Way","None","None","","VT0100100","Not at a Junction","None","817 Highland Ave","Dry","1050","44.93225283297276,-72.23043389945595"
"1471576","","November 11, 2018, 6:00 AM","Springfield","690 VT-11","VT-11","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","18SF009616","Springfield PD.","10","8.03","Deer","Day","Ho Jo Pits Rd","None","None","","VT0140200","Not at a Junction","None","690 VT-11","Dry","0110","43.26488754862058,-72.44048534916641"
"1436865","","November 11, 2018, 7:09 AM","Highgate","Vt  Route 78","VT-78","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18FRC004639","Franklin CSD","10","2.45","Deer","Night","Carter Hill Rd","None","None","","VT0060000","Not at a Junction","None","Vt  Route 78","Dry","0780","44.94143994579686,-73.05736967633801"
"1424679","","November 11, 2018, 9:58 AM","Grand Isle","US Route 2","US-2","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18GIC2049","Grand Isle CSD","10","6.22","Deer","Night","Town Line Road","None","None","","VT0070000","Not at a Junction","None","US Route 2","Dry","0020","44.68088299445772,-73.31536931525302"
"1348921","","November 12, 2018, 3:41 PM","Bennington","Vermont Route 9","VT-9","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18BN08537","Bennington PD.","10","0.85","Deer","Night","Ronnie's Cycle","None","None","","VT0020100","Not at a Junction","None","Vermont Route 9","Dry","0090","42.87719598773277,-73.26176750219612"
"1465180","","November 13, 2018, 12:30 AM","Rutland City","275 Stratton Rd","STRATTON RD.","Property Damage Only","Other - Explain in Narrative","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","18RL10845","Rutland PD.","2","0.34","Deer","Day","Albert Cree Dr","None","None","","VT0110200","Not at a Junction","None","275 Stratton Rd","Dry","U3054","43.597426290098845,-72.9527076396609"
"3361208","","November 14, 2018, 6:46 AM","Wolcott","Vt Rt 15","VT ROUTE 15","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","18LC006282","Lamoille CSD","10","999.99","Deer","Day","","None","None","","VT0080000","Not at a Junction","None","Vt Rt 15","Wet","0000","44.54683385246187,-72.45819559643652"
"3388013","","November 16, 2018, 5:46 AM","Bennington","1075 Orebed Road","TOWN ROAD 0020","Property Damage Only","Single Vehicle Crash","Clear","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","18BN08655","Bennington PD.","6","999.99","Deer","Day","River Road","None","None","","VT0020100","Not at a Junction","None","1075 Orebed Road","Dry","T0020","42.90265372577937,-73.27179548598023"
"1441778","","November 17, 2018, 9:24 AM","Milton","230 Bear Trap Rd","BEAR TRAP ROAD","Property Damage Only","Single Vehicle Crash","Freezing Precipitation","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","18MT008508","Milton PD.","2","1.87","Deer","Night","Cadreact Rd","None","None","","VT0040600","Not at a Junction","None","230 Bear Trap Rd","Water (standing / moving)","U5802","44.630871292114776,-73.18991999173751"
"1348034","","November 17, 2018, 9:49 AM","Bennington","Route 7 South","US-7","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","18BN08711","Bennington PD.","10","5.7","Deer","Night","Houghton Lane Overpass","None","None","","VT0020100","Not at a Junction","None","Route 7 South","Wet","0070","42.91431945935264,-73.2086371691278"
"1418006","","November 18, 2018, 8:44 AM","Bennington","700 East Road","EAST RD","Property Damage Only","Single Vehicle Crash","Cloudy","Federal Aid Secondary System (Class 2 TH)","18BN08739","Bennington PD.","3","0.03","Deer","Night","Mount Anthony Union Middle School","None","None","","VT0020100","Not at a Junction","None","700 East Road","Dry","S0173","42.90359828189341,-73.19076104484944"
"1423423","","November 18, 2018, 6:00 PM","Fair Haven","Us 4 WB","US-4","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","6518FH01979","Fair Haven PD.","10","2.21","Deer","Night","Exit 2","None","None","","VT0110400","Not at a Junction","None","Us 4 WB","Dry","0040","43.605348158778675,-73.26726733691885"
"1465473","","November 19, 2018, 5:58 AM","Shaftsbury","122 Vt Rt 7a","VT-7A","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","18B303820","VSP - B3 Shaftsbury","10","0.1","Deer","Day","Town Line Rd","None","None","","VTVSP0900","Not at a Junction","None","122 Vt Rt 7a","Wet","0071","42.93415646463756,-73.20987516962914"
"1423670","","November 20, 2018, 7:15 AM","Fair Haven","South Main St","VT-22A","Property Damage Only","Other - Explain in Narrative","Cloudy","State Highway numbered route, State owned","18FH01984","Fair Haven PD.","10","1.18","Deer","Night","Academy St","None","None","","VT0110400","Not at a Junction","None","South Main St","Dry","0221","43.585100753443825,-73.26498397093181"
"1470275","","November 20, 2018, 7:59 AM","Stowe","1128 Mountain Rd","VT-108","Property Damage Only","","","State Highway numbered route, State owned","18ST004397","Stowe PD.","10","1.16","Deer","Night","Tres Amigos","None","None","","VT0080200","","","1128 Mountain Rd","","1080","44.474563731371774,-72.70099457760237"
"1465710","","November 20, 2018, 8:20 AM","Rockingham","988 Rockingham Rd","VT-103","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18B106985","VSP - B1 Westminster","10","1.28","Deer","Night","Schoolbus Depot Rd","None","None","","VTVSP1600","Not at a Junction","None","988 Rockingham Rd","Dry","1030","43.186141345152976,-72.48026275198183"
"1465303","","November 20, 2018, 5:14 PM","Richmond","Huntington Rd","HUNTINGTON RD","Property Damage Only","Single Vehicle Crash","Freezing Precipitation","Federal Aid Secondary System (Class 2 TH)","18RM01050","Richmond PD.","3","4.27","Deer","Night","Farr Rd","None","None","","VT0040800","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","Huntington Rd","Snow","S0209","44.39888493411327,-73.0059813834573"
"3388051","","November 21, 2018, 6:53 AM","Essex","89 Brigham Hill Road","TOWN ROAD 0036","Property Damage Only","Single Vehicle Crash","Freezing Precipitation","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","18ES07100","Essex PD.","6","999.99","Deer","Day","","None","None","","VT0040200","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","89 Brigham Hill Road","Snow","T0036","44.54454815039919,-73.0803363442692"
"1465682","","November 22, 2018, 8:52 AM","Shaftsbury","5096 US RT 7","US-7","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18B303852","VSP - B3 Shaftsbury","10","1.68","Deer","Night","MM 17.2 NB","None","None","","VTVSP0900","Not at a Junction","None","5096 US RT 7","Dry","0070","42.95359202793904,-73.1728334149819"
"3415241","","November 23, 2018, 2:33 AM","New Haven","2157 North Street","TOWN ROAD 0006","Property Damage Only","Single Vehicle Crash","Clear","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","18B503625","VSP - B5 New Haven","6","999.99","Deer","Day","Plank Road","None","None","","VTVSP0600","Not at a Junction","None","2157 North Street","Dry","T0006","44.1548226083158,-73.15904636019351"
"1469579","","November 23, 2018, 5:56 AM","St. Johnsbury","4357 Memorial Dr","US-5","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18A406468","VSP - A4 St. Johnsbury","10","7.22","Deer","Day","St. Johnsbury Country Club","None","None","","VTVSP0200","Not at a Junction","None","4357 Memorial Dr","Dry","0050","44.49190477548422,-72.00539970098008"
"1475318","","November 24, 2018, 6:29 AM","Wilmington","178 VT Route 9 East","VT-9","Property Damage Only","","","State Highway numbered route, State owned","18WM01325","Wilmington PD.","10","4.04","Wild","Day","VT Route 100 South","None","None","","VT0130300","","","178 VT Route 9 East","","0090","42.86177267069396,-72.85359924974557"
"1469687","","November 24, 2018, 1:46 PM","Waterbury","4182 VT RT 100","VT-100","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18A305399","VSP - A3 Middlesex","10","4.21","Deer","Night","GREGG HILL ROAD","None","None","","VTVSP1200","Not at a Junction","None","4182 VT RT 100","Dry","1000","44.389794546192356,-72.71874790707784"
"1440584","","November 25, 2018, 6:41 AM","Manchester","","US-7","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18MC003628","Manchester PD.","10","2.76","Deer","Day","Mile Marker 32","None","None","","VT0020400","Not at a Junction","None","","Wet","0070","43.150484878123585,-73.04712250915172"
"1473294","","November 25, 2018, 7:11 AM","Stowe","9 VT RT 100","VT-100","Property Damage Only","","Cloudy","State Highway numbered route, State owned","18ST004457","Stowe PD.","10","6.81","Deer","Night","Pucker Street","None","None","","VT0080200","Not at a Junction","None","9 VT RT 100","Wet","1000","44.49480857158504,-72.63561019565086"
"1349496","","November 25, 2018, 7:42 AM","Bennington","US Route 7","US-7","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18BN08970","Bennington PD.","10","5.92","Deer","Night","Houghton Overpass","None","None","","VT0020100","Not at a Junction","None","US Route 7","Dry","0070","42.91708221889469,-73.20848429098533"
"1350553","","November 25, 2018, 7:44 AM","Bennington","US Route 7","US-7","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18BN08973","Bennington PD.","10","5.92","Deer","Night","Oughton Overpass","None","None","","VT0020100","Not at a Junction","None","US Route 7","Dry","0070","42.91708221889469,-73.20848429098533"
"1618052","","November 26, 2018, 6:28 AM","Ryegate","Interstate 91 South","I-91","Property Damage Only","","","State Highway numbered route, State owned","18A407150","VSP - A4 St. Johnsbury","10","111","Deer","Day","Mile Marker 111","None","None","","VTVSP0200","Not at a Junction","","Interstate 91 South","","0910","44.16847296730974,-72.0833464623622"
"1469307","","November 27, 2018, 6:16 AM","St. Johnsbury","Interstate 91 North","I-91","Property Damage Only","Other - Explain in Narrative","Cloudy","State Highway numbered route, State owned","18A406557","VSP - A4 St. Johnsbury","10","133","Deer","Day","MM133","None","Heavy Truck","","VTVSP0200","Not at a Junction","None","Interstate 91 North","Wet","0910","44.46046336863186,-72.02354614783269"
"1419766","","November 28, 2018, 7:30 PM","Castleton","US Route 4","US-4","Property Damage Only","Single Vehicle Crash","Freezing Precipitation","State Highway numbered route, State owned","18CT02669","Castleton PD.","10","6.02","Deer","Night","Mile Marker 6","None","None","","VT0110300","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","US Route 4","Snow","0040","43.62181057872778,-73.1972513904285"
"1425129","","November 29, 2018, 6:25 AM","Goshen","1402 Gap Road","VT-73","Property Damage Only","Single Vehicle Crash","Freezing Precipitation","State Highway numbered route, State owned","18B503704","VSP - B5 New Haven","10","1.46","Deer","Day","","None","None","","VTVSP0600","Not at a Junction","None","1402 Gap Road","Snow","0730","43.84285856786072,-73.00248408768628"
"1423085","","November 29, 2018, 7:34 AM","Essex","176 BROWNS RIVER ROAD","VT-128","Property Damage Only","Head On","Freezing Precipitation","State Highway numbered route, State owned","18ES007232","Essex PD.","10","1.75","Deer","Night","","None","None","","VT0040200","Not at a Junction","None","176 BROWNS RIVER ROAD","Wet","1280","44.5231291334329,-73.03252098202789"
"1462698","","December 1, 2018, 6:17 AM","Shaftsbury","US Rte 7","US-7","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18BNC004323","Bennington CSD","10","2.68","Deer","Day","Mile Marker 18.2","None","None","","VT0020000","Not at a Junction","None","US Rte 7","Wet","0070","42.966227494823315,-73.16362163089065"
"1443934","","December 1, 2018, 10:05 AM","Newbury","","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18A406668","VSP - A4 St. Johnsbury","10","106","Deer","Night","","None","None","","VTVSP0200","Not at a Junction","None","","Dry","0910","44.09969691851997,-72.10940751801068"
"1443079","","December 1, 2018, 11:17 AM","Hubbardton","1215","VT-30","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18B405893","VSP - B4 Rutland","10","1.24","Deer","Night","Dikeman Rd","None","None","","VTVSP0300","Not at a Junction","","1215","Wet","0300","43.69600269457038,-73.1839841023584"
"1425815","","December 2, 2018, 9:20 AM","Guilford","I-91","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18B107262","VSP - B1 Westminster","10","0.28","Deer","Night","E Mountain Rd","None","None","","VTVSP1600","Not at a Junction","None","I-91","Dry","0910","42.7340999614549,-72.56936652396648"
"1458205","","December 3, 2018, 1:43 AM","Rockingham","I-91","I-91","Property Damage Only","Single Vehicle Crash","Rain","State Highway numbered route, State owned","18B107274","VSP - B1 Westminster","10","32.8","Deer","Day","Exit 6","None","None","","VTVSP1600","Not at a Junction","None","I-91","Wet","0910","43.146905475015224,-72.47447654501647"
"1350387","","December 4, 2018, 11:15 AM","Berlin","VT RT 62","VT-62","Property Damage Only","Head On","Clear","State Highway numbered route, State owned","18BL005206","Berlin PD.","10","0.88","Deer","Night","Airport Rd","None","None","","VT0120600","Not at a Junction","None","VT RT 62","Dry","0620","44.21333408639229,-72.56653954022997"
"1405966","","December 5, 2018, 6:09 AM","Bennington","Kocher Drive","VT-7A","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18BN09300","Bennington PD.","10","0","Deer","Day","US Route 7","None","None","","VT0020100","Not at a Junction","None","Kocher Drive","Dry","0071","42.89421233345876,-73.19997532803346"
"3441749","","December 5, 2018, 6:30 AM","Pownal","Strohmaier Road","TOWN ROAD 0006","Property Damage Only","Single Vehicle Crash","Clear","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","18B304014","VSP - B3 Shaftsbury","6","999.99","Deer","Day","1587 Strohmaier Road","None","None","","VTVSP0900","Not at a Junction","None","Strohmaier Road","Dry","T0006","42.819623665359515,-73.19527586649484"
"1423339","","December 7, 2018, 6:27 AM","Charlotte","Hinesburg Rd","HINESBURG RD","Property Damage Only","Single Vehicle Crash","Clear","Federal Aid Secondary System (Class 2 TH)","18A105552","VSP - A1 Williston","3","3.3","Deer","Day","Valley View Dr","None","None","","VTVSP0100","Not at a Junction","None","Hinesburg Rd","Dry","S0208","44.320541102761155,-73.18256774753334"
"1465666","","December 7, 2018, 10:41 AM","Shaftsbury","MM 19.2","US-7","Property Damage Only","Single Vehicle Crash","Freezing Precipitation","State Highway numbered route, State owned","18B304036","VSP - B3 Shaftsbury","10","3.68","Deer","Night","Mile Marker 19.2","None","None","","VTVSP0900","Not at a Junction","None","MM 19.2","Dry","0070","42.979337670946286,-73.15580623247067"
"1462953","","December 7, 2018, 2:24 PM","Montpelier","River St","US-302","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18A305637","VSP - A3 Middlesex","10","0.67","Deer","Night","Sherwood Dr","None","None","","VTVSP1200","Not at a Junction","None","River St","Dry","3020","44.23748539881021,-72.55348942694091"
"1473546","","December 9, 2018, 11:05 AM","Springfield","Vermont Route 106","VT-106","Property Damage Only","Head On","Clear","State Highway numbered route, State owned","18SF010260","Springfield PD.","10","3.79","Deer","Night","Town Line","None","None","","VT0140200","Not at a Junction","None","Vermont Route 106","Dry","1060","43.34446074356028,-72.5313944176526"
"1406444","","December 10, 2018, 7:00 AM","Bennington","Route 7","US-7","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, Class 1 TH","18BN09480","Bennington PD.","11","4.05","Deer","Night","Kocher Drive","None","None","","VT0020100","Not at a Junction","None","Route 7","Dry","0070","42.892818374898695,-73.20007906494865"
"1469950","","December 11, 2018, 5:50 AM","Waterbury","Interstate 89 MM 64","I-89","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18A305698","VSP - A3 Middlesex","10","64","Deer","Day","I 89 Off Ramp","None","None","","VTVSP1200","Not at a Junction","None","Interstate 89 MM 64","Dry","0890","44.344785516743414,-72.7559558714417"
"1469566","","December 11, 2018, 6:34 AM","St. George","","VT-116","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18A105619","VSP - A1 Williston","10","1.15","Deer","Day","At Shelburne Town Line","None","None","","VTVSP0100","Not at a Junction","None","","","1160","44.379516381503365,-73.13697233004996"
"1461585","","December 11, 2018, 6:45 AM","Randolph","341 Vt Rt 66","VT-66","Injury","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18ORC002723","Orange CSD","10","0.78","Deer","Day","WINDOVER ROAD","None","None","","VT0090000","Not at a Junction","None","341 Vt Rt 66","Dry","0660","43.93100167388968,-72.64973547376893"
"1464802","","December 11, 2018, 7:18 AM","Pittsford","Route 7","US-7","Property Damage Only","Head On","Clear","State Highway numbered route, State owned","18PD000887","Pittsford PD.","10","2.13","Deer","Night","Gecha Lane","None","None","","VT0111000","T - Intersection","None","Route 7","Dry","0070","43.694044984527295,-73.00169340051718"
"1464115","","December 12, 2018, 6:00 AM","Reading","VT RT 106","VT-106","Property Damage Only","Head On","Clear","State Highway numbered route, State owned","18WNC0462","Windsor CSD","10","1.73","Deer","Day","VT RT 44","None","None","","VT0140000","Not at a Junction","None","VT RT 106","Dry","1060","43.46816548914061,-72.53304540255542"
"1438061","","December 12, 2018, 7:21 AM","Johnson","839 Vt Rt 15E","VT-15","Property Damage Only","Head On","Clear","State Highway numbered route, State owned","18LC006725","Lamoille CSD","10","6.01","Deer","Night","Collins Hiill","None","None","","VT0080000","Not at a Junction","None","839 Vt Rt 15E","Dry","0150","44.6156942800167,-72.66065644360721"
"1461984","","December 14, 2018, 5:43 AM","Putney","1252 US-5","US-5","Property Damage Only","Other - Explain in Narrative","Clear","State Highway numbered route, State owned","18WHC006322","Windham CSD","10","2.62","Deer","Day","East-West Rd","None","None","","VT0130000","Not at a Junction","None","1252 US-5","Dry","0050","42.99478402817642,-72.49635692735788"
"1464083","","December 14, 2018, 7:28 PM","Pownal","1127 US-7","US-7","Injury","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","18B304124","VSP - B3 Shaftsbury","10","6.86","Deer","Night","Metcalfe Dr","None","None","","VTVSP0900","Not at a Junction","None","1127 US-7","Wet","0070","42.82289122023574,-73.20767228023651"
"1423133","","December 15, 2018, 6:00 AM","Fair Haven","Prospect St","VT-4A","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","18FH02094","Fair Haven PD.","10","0.47","Deer","Day","S Main St","None","None","","VT0110400","Not at a Junction","None","Prospect St","Dry","0041","43.58626797444261,-73.28402203975563"
"1442325","","December 17, 2018, 7:03 AM","Milton","89 US Route 7N","US-7","Property Damage Only","Single Vehicle Crash","","State Highway numbered route, State owned","18MT009311","Milton PD.","10","5.89","Deer","Night","Edgewater Terrace","None","None","","VT0040600","Not at a Junction","None","89 US Route 7N","Dry","0070","44.65161707873287,-73.11494843763874"
"3491056","","December 19, 2018, 5:50 AM","Windsor","Interstate 91","INTERSTATE 91","Property Damage Only","Single Vehicle Crash","Clear","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","18B107597","VSP - B1 Westminster","6","999.99","Deer","Day","Ascutney St","None","None","","VTVSP1600","Not at a Junction","None","Interstate 91","Dry","0000","43.47075495502511,-72.40609757472932"
"1470017","","December 19, 2018, 7:53 AM","South Burlington","1205 Airport Pkwy","AIRPORT PARKWAY","Property Damage Only","Single Vehicle Crash","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","18SB013382","So. Burlington PD.","2","1.13","Deer","Night","Berard Dr","None","None","","VT0040300","Not at a Junction","None","1205 Airport Pkwy","Dry","U5206","44.4839467645764,-73.16696181840159"
"1551848","","December 20, 2018, 4:48 AM","Springfield","Interstate 91 North MM 40.2","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","18B107616","VSP - B1 Westminster","10","40.2","Deer","Day","Exit 7","None","None","","VTVSP1600","Not at a Junction","None","Interstate 91 North MM 40.2","Dry","0910","43.24762418385608,-72.44585382240454"
"1422694","","December 20, 2018, 7:08 AM","Essex","16 Sand Hill Rd","SAND HILL ROAD","Property Damage Only","Single Vehicle Crash","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","18ES07583","Essex PD.","2","0.15","Deer","Night","River Rd","None","None","","VT0040200","Not at a Junction","None","16 Sand Hill Rd","Dry","U5402","44.481070262700094,-73.04979106784637"
